Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Sleep_Hours,Water_Intake_L,Exercise,Stress_Level,Diet,Smoking,Alcohol,Skin_Health_Score
36,Male,Low,Medium,Medium,73.8,20.0,Combination,9,3.2,Regular,Medium,Balanced,No,Occasionally,88
36,Male,Medium,Medium,High,83.5,24.3,Sensitive,8,1.2,Regular,Low,Junk,Yes,Never,49
58,Female,High,Medium,High,61.2,33.5,Combination,5,1.9,Light,Medium,Healthy,No,Never,46
20,Female,Medium,Medium,High,25.3,27.3,Oily,5,1.1,Regular,Medium,Mixed,No,Occasionally,40
49,Female,Medium,Low,High,56.2,33.7,Dry,5,2.2,Moderate,Low,Healthy,No,Never,68
36,Male,High,High,High,58.7,33.0,Sensitive,9,1.0,Moderate,Medium,Junk,No,Occasionally,51
38,Female,Low,Medium,Medium,68.4,18.5,Sensitive,8,3.5,Light,High,Balanced,No,Occasionally,55
38,Male,Low,High,High,62.6,22.2,Sensitive,9,3.3,Regular,Medium,Healthy,No,Occasionally,89
45,Male,Low,Medium,Low,52.6,24.6,Combination,4,1.2,Light,Low,Healthy,Yes,Frequently,19
42,Female,Medium,Medium,Low,51.0,18.3,Normal,9,1.4,None,Medium,Healthy,No,Never,65
22,Female,Low,Medium,High,43.1,19.7,Sensitive,7,2.1,Regular,Low,Healthy,No,Occasionally,88
52,Female,Low,Medium,High,79.9,33.9,Sensitive,9,2.9,Regular,Low,Junk,No,Never,73
56,Female,Medium,Medium,Low,81.8,24.1,Normal,9,3.2,Regular,Low,Junk,Yes,Never,68
32,Female,Low,Medium,High,76.1,36.6,Dry,8,2.4,Moderate,Low,Healthy,No,Occasionally,84
39,Female,Medium,Low,High,79.0,24.4,Dry,7,2.0,Moderate,Medium,Healthy,No,Occasionally,75
28,Male,High,High,Medium,41.6,25.2,Oily,9,3.2,Regular,Medium,Balanced,No,Never,98
59,Male,Low,Medium,High,36.8,32.7,Combination,9,1.2,None,Low,Balanced,No,Never,54
55,Male,High,Medium,High,84.9,27.4,Sensitive,5,2.1,Light,High,Mixed,No,Never,35
23,Female,Low,Medium,High,83.9,31.7,Oily,8,1.4,Light,Medium,Balanced,Yes,Never,43
48,Female,Medium,Low,Medium,39.0,31.4,Dry,8,3.7,Light,Medium,Balanced,No,Frequently,63
24,Female,Medium,Medium,High,57.7,21.5,Combination,9,2.1,Moderate,High,Healthy,No,Frequently,57
51,Female,High,High,Medium,61.3,28.0,Oily,5,2.3,Light,Medium,Healthy,No,Never,63
25,Male,Medium,Medium,Medium,53.7,29.8,Oily,9,3.5,None,Low,Balanced,No,Occasionally,77
54,Male,Low,Low,High,61.0,29.3,Dry,4,3.6,Regular,High,Junk,No,Occasionally,17
48,Male,Medium,Medium,Medium,71.0,30.5,Oily,8,1.8,Regular,Low,Balanced,No,Never,79
26,Male,Low,Medium,High,74.6,30.1,Dry,5,2.4,Moderate,Low,Mixed,No,Never,59
60,Male,High,Low,High,71.5,31.0,Sensitive,8,2.3,Regular,Medium,Balanced,Yes,Never,72
42,Female,Medium,Medium,Low,69.5,33.2,Normal,9,2.7,Moderate,Low,Mixed,Yes,Never,76
52,Female,Low,High,Low,56.4,28.4,Oily,7,3.0,Moderate,Low,Balanced,No,Occasionally,77
34,Female,Medium,Medium,Low,61.7,37.8,Normal,7,3.3,Moderate,High,Balanced,No,Never,67
37,Female,Medium,Medium,High,33.3,35.3,Combination,4,3.2,Moderate,Medium,Healthy,No,Never,61
53,Male,High,Low,Low,33.7,36.5,Dry,7,1.3,Light,Medium,Balanced,No,Frequently,47
57,Female,High,Medium,Low,81.7,34.4,Combination,9,2.5,None,High,Junk,No,Never,43
56,Male,Medium,Medium,Low,65.4,25.2,Normal,9,1.0,Light,High,Mixed,No,Never,43
30,Male,Low,Medium,Low,58.0,32.5,Combination,8,3.7,Light,High,Healthy,No,Never,67
54,Male,Medium,Medium,Low,42.7,36.9,Oily,8,3.9,Regular,High,Balanced,No,Frequently,60
48,Male,Medium,Medium,High,52.6,29.7,Combination,4,2.4,Light,Medium,Mixed,No,Occasionally,35
38,Female,High,High,Low,74.9,23.0,Sensitive,4,2.2,Regular,Low,Balanced,No,Never,73
54,Female,Medium,Medium,Low,69.2,22.7,Dry,5,3.6,Light,Low,Healthy,No,Never,69
25,Male,Medium,Medium,Low,64.8,30.3,Normal,8,3.9,Regular,Medium,Balanced,Yes,Occasionally,73
35,Female,Medium,Low,Medium,70.0,20.6,Dry,8,3.4,Moderate,Medium,Balanced,No,Occasionally,80
47,Male,Medium,Medium,Low,52.6,31.8,Normal,4,3.0,Light,Low,Balanced,Yes,Never,44
33,Female,Medium,Medium,Low,61.8,25.3,Normal,7,2.3,Moderate,High,Balanced,No,Never,64
26,Male,High,Medium,Medium,73.2,29.1,Combination,7,1.6,Regular,Medium,Balanced,No,Never,73
58,Female,Medium,Medium,Medium,58.7,29.4,Combination,7,1.3,Light,Low,Healthy,Yes,Never,57
39,Female,High,High,Low,26.2,20.4,Oily,9,3.9,Light,Medium,Balanced,No,Occasionally,84
38,Female,Medium,Medium,Low,47.9,23.7,Combination,9,3.9,Regular,Medium,Junk,No,Occasionally,75
22,Male,Low,Low,Medium,41.0,30.9,Dry,6,3.7,Regular,High,Mixed,No,Never,53
29,Male,Low,Low,High,70.0,22.2,Dry,7,1.3,None,High,Balanced,No,Never,30
23,Male,Medium,High,High,43.6,22.9,Oily,6,2.3,None,Medium,Healthy,No,Never,56
48,Female,High,Medium,High,33.1,37.0,Sensitive,8,1.5,Moderate,Medium,Balanced,No,Never,68
52,Female,Medium,High,Medium,30.4,24.2,Sensitive,7,1.8,Light,Low,Mixed,Yes,Never,45
52,Male,Medium,Medium,Low,54.5,33.1,Normal,6,1.0,Moderate,Low,Healthy,No,Never,67
53,Female,Medium,High,Low,47.7,23.3,Oily,7,2.9,Moderate,High,Balanced,No,Never,60
52,Female,High,Medium,Low,63.2,30.4,Oily,6,3.1,Moderate,Low,Healthy,Yes,Never,72
36,Female,Low,Low,Low,25.9,22.3,Dry,7,1.9,Regular,High,Balanced,No,Never,53
27,Male,Medium,High,Low,78.7,23.0,Oily,7,3.5,None,High,Healthy,No,Never,60
20,Male,Medium,Medium,Low,71.3,28.4,Normal,5,2.4,Moderate,Low,Balanced,No,Never,73
51,Male,High,Medium,High,76.8,22.4,Oily,4,1.7,Moderate,Low,Mixed,No,Never,42
18,Male,Medium,Medium,Low,66.4,31.8,Normal,5,2.1,None,Low,Healthy,No,Frequently,52
58,Male,Medium,Low,High,32.5,22.7,Dry,8,3.4,Regular,High,Balanced,No,Occasionally,63
26,Female,Medium,High,High,42.7,31.9,Sensitive,5,2.7,Moderate,Low,Balanced,Yes,Never,57
53,Male,Low,Low,Medium,47.0,18.0,Dry,9,2.5,Regular,High,Balanced,No,Occasionally,59
22,Female,Medium,Medium,Low,42.0,26.2,Dry,6,1.3,Moderate,Low,Mixed,No,Occasionally,55
24,Female,Low,Low,Medium,54.4,30.5,Dry,8,1.8,Light,Medium,Healthy,Yes,Never,49
23,Female,Low,Medium,Medium,58.5,36.8,Combination,7,3.5,Regular,Low,Balanced,No,Occasionally,91
37,Male,High,Low,Medium,38.9,25.7,Sensitive,5,2.6,Light,Medium,Healthy,No,Never,64
58,Female,Medium,Medium,Low,67.2,26.5,Normal,4,1.5,Light,Medium,Balanced,No,Frequently,19
40,Female,Medium,Medium,Low,84.8,34.9,Normal,7,3.3,Moderate,Medium,Balanced,No,Never,86
53,Female,Medium,High,Low,27.1,23.7,Oily,4,2.6,Regular,Low,Balanced,No,Occasionally,57
35,Male,Low,Low,Medium,78.4,23.0,Dry,6,3.4,None,Medium,Junk,No,Occasionally,38
48,Male,Medium,Medium,Low,78.9,32.1,Normal,4,2.8,Light,Medium,Balanced,No,Never,48
39,Female,Medium,Medium,High,32.2,33.4,Sensitive,9,3.0,Moderate,Low,Mixed,No,Never,89
38,Male,High,Medium,Medium,84.8,37.4,Oily,8,2.7,None,Medium,Mixed,No,Never,67
54,Male,Medium,Medium,Low,40.8,26.0,Normal,7,3.3,None,Low,Balanced,No,Occasionally,66
53,Male,Medium,High,Medium,59.6,20.3,Oily,7,2.3,Light,Low,Balanced,No,Never,77
57,Female,Medium,Medium,Low,51.4,36.5,Normal,5,1.6,Light,High,Junk,No,Never,10
27,Female,Medium,Low,Medium,26.4,22.2,Dry,8,1.6,Moderate,High,Balanced,No,Frequently,43
60,Male,High,High,Low,28.6,22.0,Oily,9,2.9,None,Medium,Healthy,No,Never,78
60,Female,Low,Medium,High,64.0,22.6,Sensitive,7,2.5,Regular,High,Balanced,No,Never,53
50,Female,Medium,Medium,Low,67.7,18.8,Normal,8,1.9,Moderate,Medium,Healthy,No,Never,68
33,Female,High,Medium,Medium,77.7,35.8,Combination,4,3.8,Regular,Low,Balanced,No,Never,82
42,Male,High,High,Low,61.3,27.0,Oily,5,1.6,None,Medium,Mixed,Yes,Never,21
51,Male,High,High,Medium,58.9,21.2,Oily,4,2.7,Regular,Low,Balanced,Yes,Occasionally,53
38,Female,Medium,Medium,High,74.3,30.7,Sensitive,9,1.8,Regular,Low,Healthy,No,Occasionally,83
56,Male,Medium,Medium,Low,38.9,18.5,Normal,4,3.1,Moderate,Medium,Balanced,No,Never,58
42,Female,Medium,Medium,Low,34.8,22.5,Normal,7,3.3,None,Low,Balanced,No,Frequently,68
31,Male,High,Low,High,66.3,35.3,Dry,5,2.3,Regular,Medium,Mixed,No,Never,66
54,Male,Medium,Medium,Low,52.1,34.5,Normal,4,3.6,Light,Medium,Junk,No,Never,38
58,Male,Low,Medium,High,42.2,21.3,Dry,6,2.8,None,Medium,Healthy,Yes,Never,34
50,Male,Low,Medium,Medium,48.6,24.5,Dry,4,1.5,Moderate,Medium,Healthy,No,Never,39
59,Male,Low,Medium,Low,31.8,27.0,Combination,6,1.3,Regular,Medium,Junk,No,Never,38
42,Male,Medium,Medium,High,77.3,35.3,Combination,5,3.6,Light,Medium,Balanced,No,Occasionally,54
36,Male,Low,Low,High,40.2,27.2,Dry,7,2.6,None,High,Healthy,No,Never,45
46,Male,Medium,Medium,Low,25.4,35.6,Normal,6,2.9,Moderate,High,Healthy,No,Occasionally,47
27,Male,Medium,Medium,Low,75.3,24.0,Normal,4,1.1,Moderate,Low,Mixed,No,Occasionally,43
54,Male,High,High,High,27.2,33.4,Sensitive,6,2.1,Light,Low,Balanced,No,Never,70
25,Female,Medium,Medium,Low,28.5,29.4,Oily,9,2.6,None,Medium,Balanced,No,Occasionally,65
56,Female,High,High,High,61.9,27.9,Oily,9,2.9,Moderate,Low,Balanced,No,Frequently,76
25,Male,Medium,Medium,Low,72.8,32.7,Normal,5,3.4,Regular,Medium,Balanced,No,Occasionally,64
58,Male,Medium,Medium,Low,40.3,19.4,Normal,6,2.5,Light,Low,Mixed,No,Occasionally,61
19,Male,Medium,Medium,Medium,53.5,18.7,Dry,5,2.4,Moderate,High,Balanced,No,Occasionally,42
21,Female,Medium,Medium,Low,65.7,29.1,Normal,4,1.6,Moderate,High,Junk,No,Frequently,0
19,Female,High,High,High,59.3,25.8,Sensitive,8,1.4,Regular,Low,Junk,No,Never,68
49,Male,High,High,Medium,35.5,25.5,Oily,4,3.3,Regular,Medium,Healthy,No,Never,68
39,Female,High,Medium,Medium,71.5,20.9,Combination,4,3.5,Regular,Medium,Healthy,No,Never,77
51,Male,High,Low,High,30.2,27.3,Dry,4,1.3,Regular,Medium,Healthy,No,Occasionally,42
38,Male,Low,Low,Medium,32.1,21.0,Dry,6,1.3,Regular,Medium,Healthy,No,Never,61
27,Female,Medium,Medium,Low,35.3,24.2,Normal,6,2.6,None,Low,Junk,No,Never,47
45,Female,Low,Low,High,67.0,30.3,Dry,6,2.0,Light,High,Mixed,No,Frequently,27
47,Male,Medium,Low,Low,43.6,30.9,Dry,7,2.4,Regular,Low,Junk,No,Never,71
60,Female,Medium,Medium,Medium,54.3,19.3,Combination,4,2.1,Moderate,Low,Mixed,No,Never,52
43,Male,High,High,Medium,49.0,26.3,Oily,8,1.7,Light,Medium,Healthy,No,Occasionally,69
45,Female,Medium,Medium,Low,39.2,31.3,Normal,4,3.2,Regular,High,Healthy,No,Never,52
46,Male,Medium,High,Medium,60.8,34.4,Oily,6,2.5,Moderate,Low,Mixed,Yes,Frequently,44
18,Male,Medium,Medium,Low,52.2,23.8,Normal,8,2.7,Light,Medium,Balanced,No,Frequently,63
45,Female,High,Low,High,55.6,35.0,Sensitive,6,1.2,Regular,High,Healthy,No,Frequently,38
36,Male,High,High,Low,48.0,25.6,Oily,8,1.6,Light,Low,Balanced,Yes,Never,64
27,Female,High,Low,Medium,29.3,18.3,Sensitive,9,3.7,Moderate,High,Healthy,No,Occasionally,83
47,Female,Medium,Medium,Low,52.3,26.5,Normal,7,2.2,Light,Medium,Healthy,No,Occasionally,70
50,Female,Medium,High,High,59.1,32.1,Oily,4,2.7,Regular,Low,Mixed,No,Occasionally,55
35,Female,Medium,Medium,Low,56.4,30.2,Normal,5,2.4,Regular,High,Healthy,No,Occasionally,51
57,Male,High,Low,High,55.8,27.4,Sensitive,9,2.0,Light,High,Healthy,No,Occasionally,63
37,Female,Low,Low,Low,84.4,34.2,Dry,8,1.1,Moderate,Low,Healthy,No,Never,80
35,Female,Low,High,Medium,35.5,29.8,Sensitive,5,3.0,Light,Low,Mixed,No,Never,63
20,Female,Low,High,High,34.2,27.9,Sensitive,7,3.3,Light,Medium,Balanced,No,Occasionally,64
21,Female,Low,Medium,Low,35.1,26.0,Combination,6,2.4,Regular,High,Healthy,No,Never,59
27,Female,High,Low,High,82.7,31.7,Dry,4,1.3,Moderate,Medium,Mixed,No,Occasionally,33
39,Female,Low,High,Low,71.4,33.0,Oily,9,3.0,Regular,Medium,Mixed,Yes,Never,67
18,Male,Low,Low,Medium,38.2,23.7,Dry,5,1.1,Moderate,Low,Balanced,Yes,Never,40
58,Male,Low,Medium,Low,76.4,20.6,Combination,9,3.3,Moderate,High,Healthy,No,Never,69
47,Male,Medium,Medium,Low,80.4,23.5,Normal,7,3.1,Moderate,High,Healthy,No,Never,65
42,Female,Low,High,Low,51.4,27.8,Oily,5,2.8,Light,Medium,Healthy,No,Never,59
24,Female,Low,Medium,Low,29.4,29.4,Combination,6,3.3,None,Medium,Mixed,No,Never,50
35,Male,Medium,Medium,High,25.2,32.2,Combination,7,2.4,Moderate,Medium,Mixed,No,Never,70
48,Male,Medium,Medium,Low,81.1,25.2,Normal,9,1.9,None,High,Balanced,No,Occasionally,31
23,Female,Medium,Medium,High,37.2,29.1,Combination,7,3.0,Light,Medium,Healthy,No,Never,82
46,Male,Low,Low,High,54.4,19.3,Dry,8,2.9,Moderate,High,Mixed,Yes,Never,33
21,Female,Low,Medium,Medium,32.1,34.1,Combination,9,2.6,Regular,High,Balanced,No,Never,67
20,Male,Medium,Medium,Low,26.1,36.1,Normal,8,1.1,Regular,Low,Healthy,No,Never,92
24,Female,Medium,Medium,Low,75.1,19.3,Normal,4,1.3,Moderate,Medium,Healthy,No,Never,50
43,Female,Medium,Low,Medium,82.9,22.3,Dry,4,2.8,Light,Low,Healthy,No,Occasionally,61
28,Female,High,Medium,Medium,62.9,25.5,Oily,5,1.0,Moderate,Low,Healthy,No,Occasionally,63
44,Female,Medium,Medium,Low,37.4,30.8,Normal,8,2.4,Light,Low,Mixed,No,Occasionally,78
23,Female,Low,Medium,Low,56.8,19.9,Oily,6,3.6,Regular,Medium,Balanced,No,Never,72
30,Male,High,Medium,Medium,54.9,21.2,Combination,4,1.2,Light,Low,Healthy,No,Occasionally,52
20,Male,High,Medium,Low,34.5,18.6,Combination,8,1.3,Regular,Medium,Balanced,No,Never,81
38,Male,Medium,Medium,Low,30.9,32.8,Combination,5,2.1,Light,Medium,Balanced,Yes,Never,43
47,Male,Low,High,Medium,83.5,22.0,Oily,5,1.1,Moderate,Low,Healthy,No,Never,57
39,Male,High,Low,High,63.3,30.2,Sensitive,5,2.7,Moderate,Low,Balanced,No,Occasionally,67
55,Female,Medium,Medium,Low,68.8,32.7,Combination,5,1.7,Moderate,Low,Junk,Yes,Frequently,8
44,Male,Low,Medium,Low,56.9,27.6,Dry,9,3.5,Moderate,Low,Balanced,No,Occasionally,88
26,Female,High,Medium,Medium,43.3,32.1,Oily,8,3.2,None,Medium,Mixed,Yes,Never,60
41,Female,Low,Medium,High,29.2,35.9,Combination,6,2.6,Light,High,Mixed,No,Never,35
23,Female,Low,Medium,High,81.7,31.5,Combination,4,1.3,Light,Medium,Balanced,No,Never,26
53,Male,Low,Low,High,69.2,33.0,Dry,9,1.6,Regular,Low,Balanced,No,Occasionally,68
21,Male,Medium,High,High,53.2,28.6,Oily,8,3.7,Moderate,Medium,Mixed,No,Frequently,63
30,Female,Low,Low,High,29.6,21.3,Dry,4,3.1,Moderate,High,Balanced,No,Never,39
52,Male,Medium,Medium,Low,50.2,32.8,Normal,4,1.9,None,High,Healthy,Yes,Occasionally,0
55,Female,Medium,Medium,Low,72.2,27.7,Normal,9,3.1,Regular,Medium,Balanced,No,Occasionally,83
34,Male,Medium,Medium,Low,83.2,33.4,Normal,4,1.4,Light,High,Balanced,No,Never,20
29,Male,Low,High,High,51.5,25.4,Dry,5,2.7,None,Low,Balanced,No,Never,47
52,Female,Low,Medium,High,81.9,36.6,Dry,5,1.0,Regular,High,Balanced,No,Never,25
54,Male,High,Medium,Medium,45.3,20.2,Combination,7,3.7,None,Medium,Balanced,No,Occasionally,63
40,Male,High,Medium,Medium,71.9,33.3,Oily,5,1.1,Moderate,Medium,Mixed,No,Never,47
49,Female,Medium,Medium,Low,55.7,19.1,Normal,9,2.1,None,High,Balanced,No,Never,49
37,Female,Low,Low,High,51.7,37.9,Sensitive,7,1.9,Regular,High,Balanced,Yes,Never,33
56,Male,Low,High,Medium,45.1,36.7,Dry,8,3.3,None,Medium,Junk,No,Never,49
54,Male,Medium,Low,Medium,74.4,24.0,Dry,8,1.9,Moderate,Medium,Healthy,No,Never,71
58,Female,Medium,Low,Low,79.4,30.9,Dry,4,1.4,Light,High,Healthy,No,Never,23
45,Female,Medium,Medium,Low,53.6,31.9,Normal,4,2.1,Regular,Low,Healthy,No,Never,75
26,Female,Low,Low,High,46.4,23.8,Dry,8,2.9,None,Low,Balanced,No,Never,67
52,Female,High,Medium,Medium,66.9,25.3,Sensitive,8,2.7,Regular,Low,Balanced,No,Never,96
28,Male,Medium,High,Medium,58.5,31.8,Oily,8,3.5,Regular,Medium,Mixed,No,Frequently,71
26,Male,Medium,Medium,Low,43.7,25.3,Normal,7,3.7,Moderate,High,Balanced,No,Never,71
25,Male,Medium,Low,Medium,37.6,37.6,Dry,7,3.1,Regular,Low,Mixed,No,Never,90
20,Male,Medium,Medium,Low,79.5,18.9,Normal,6,3.0,Regular,High,Junk,No,Frequently,35
60,Female,Low,Low,Medium,59.8,25.0,Dry,8,3.3,Moderate,Medium,Healthy,No,Occasionally,78
31,Male,Low,High,Low,68.5,36.5,Sensitive,8,3.6,Moderate,Medium,Healthy,No,Never,90
40,Female,Medium,High,Medium,43.9,27.3,Oily,8,1.4,Regular,Medium,Balanced,No,Never,71
42,Female,Medium,Medium,Low,69.2,31.7,Normal,7,1.7,Moderate,High,Balanced,Yes,Occasionally,33
48,Female,High,Low,Low,51.3,31.2,Dry,4,1.4,Light,Medium,Junk,No,Occasionally,15
22,Female,Medium,Low,High,84.4,20.5,Sensitive,7,3.2,Light,Medium,Balanced,No,Occasionally,72
43,Female,Medium,Medium,Low,61.2,26.1,Normal,7,2.5,None,Medium,Healthy,No,Never,66
19,Male,Low,Medium,Medium,65.7,37.4,Combination,7,2.8,Light,Low,Balanced,No,Occasionally,74
49,Female,High,High,Low,45.6,35.2,Oily,8,1.1,Regular,High,Junk,No,Never,47
42,Female,Medium,Medium,Low,27.0,29.1,Normal,6,3.7,Light,Medium,Balanced,No,Occasionally,66
49,Female,Medium,Medium,Low,76.3,28.1,Normal,7,1.8,Moderate,Medium,Mixed,No,Never,52
19,Male,Low,Medium,High,70.9,30.5,Dry,7,1.3,Light,Medium,Balanced,No,Never,54
37,Male,Low,Medium,Medium,35.2,28.8,Sensitive,4,2.4,Regular,Medium,Junk,No,Occasionally,36
19,Female,Medium,High,High,31.0,31.5,Oily,6,2.5,Regular,Medium,Healthy,No,Frequently,62
49,Male,High,Medium,Low,42.2,19.0,Combination,8,2.2,Light,Medium,Healthy,Yes,Never,66
35,Male,Medium,Medium,Low,56.9,26.5,Normal,6,3.4,Moderate,Low,Mixed,No,Never,78
44,Female,Medium,High,Medium,77.9,30.6,Oily,8,3.6,Moderate,Low,Junk,No,Never,84
52,Female,High,High,Low,37.0,27.2,Sensitive,5,1.5,Moderate,Low,Balanced,No,Occasionally,51
58,Male,Medium,Medium,Medium,63.8,23.1,Combination,8,1.7,Light,Low,Healthy,No,Never,74
53,Female,High,Medium,Low,26.7,33.8,Oily,6,3.0,Light,High,Junk,No,Never,43
23,Female,Medium,Medium,Low,77.0,36.0,Normal,7,3.7,Moderate,High,Balanced,Yes,Occasionally,46
25,Male,Medium,Medium,Low,74.7,37.0,Normal,8,1.8,Regular,Low,Healthy,No,Never,90
42,Male,Low,Low,Medium,37.8,23.5,Sensitive,7,1.8,Moderate,Medium,Balanced,Yes,Never,45
48,Male,Low,Medium,High,47.1,24.2,Sensitive,9,3.9,Moderate,High,Mixed,Yes,Occasionally,40
60,Male,Medium,High,Medium,79.2,31.7,Oily,8,3.6,Regular,Medium,Junk,No,Frequently,58
37,Male,Low,Medium,Medium,78.4,36.3,Sensitive,9,2.0,Regular,Medium,Mixed,No,Never,83
49,Female,Medium,Medium,High,50.3,36.4,Combination,4,3.5,Moderate,Medium,Balanced,No,Occasionally,49
38,Female,Medium,Medium,Low,70.7,30.8,Normal,5,2.9,Regular,Low,Balanced,No,Never,74
25,Male,High,High,Medium,32.8,29.9,Oily,7,3.4,Light,Medium,Mixed,No,Occasionally,76
38,Female,Low,Low,High,81.7,35.7,Dry,5,1.1,None,Medium,Balanced,No,Never,26
30,Female,Low,Medium,Low,49.1,26.6,Combination,6,1.4,Regular,Low,Balanced,No,Never,70
47,Female,Medium,Low,High,71.9,23.8,Dry,7,2.1,Moderate,Low,Healthy,Yes,Occasionally,63
44,Male,Low,High,Low,62.1,36.1,Oily,6,2.7,Moderate,Low,Balanced,Yes,Frequently,47
31,Female,High,Medium,High,40.4,19.9,Combination,4,1.2,Regular,Medium,Balanced,No,Occasionally,47
56,Male,Low,Low,High,65.3,20.6,Dry,8,1.1,Light,Low,Balanced,No,Never,58
38,Female,Low,Low,Low,77.3,34.7,Dry,9,2.1,Moderate,High,Healthy,Yes,Frequently,43
38,Female,Medium,High,High,70.8,21.0,Sensitive,9,2.9,Moderate,Low,Healthy,No,Never,95
47,Female,Medium,Low,Medium,84.3,29.2,Dry,7,2.5,Regular,High,Healthy,No,Occasionally,61
28,Female,Medium,Medium,Low,64.8,22.2,Normal,4,2.6,Moderate,Medium,Healthy,No,Occasionally,54
19,Female,Medium,Medium,Low,65.8,25.9,Normal,8,3.8,None,Low,Healthy,No,Occasionally,82
47,Female,Medium,Medium,Low,25.3,37.4,Normal,9,2.9,Moderate,High,Junk,Yes,Occasionally,28
31,Male,Medium,Medium,Medium,72.9,32.9,Combination,8,3.9,Light,Medium,Healthy,Yes,Occasionally,64
19,Male,Medium,Low,High,64.2,20.4,Dry,7,3.4,Regular,High,Junk,No,Never,52
41,Male,Medium,Medium,Low,78.1,27.5,Normal,8,2.8,None,Medium,Balanced,No,Occasionally,59
20,Female,High,Low,High,67.8,36.6,Sensitive,8,2.9,Moderate,Low,Balanced,Yes,Never,77
26,Female,High,Medium,Medium,42.7,19.0,Combination,4,3.8,Moderate,Medium,Balanced,No,Occasionally,63
34,Female,Low,High,Low,64.7,21.6,Oily,5,3.5,None,Medium,Mixed,No,Occasionally,40
60,Female,Medium,Medium,Low,40.9,37.3,Normal,5,1.6,None,High,Healthy,No,Never,16
18,Female,Low,Low,High,77.1,37.3,Dry,8,3.2,Light,High,Balanced,No,Frequently,48
43,Female,Low,Low,High,66.8,21.8,Dry,4,1.6,Moderate,Medium,Balanced,No,Occasionally,27
23,Female,Low,Medium,Medium,50.3,20.3,Combination,5,3.2,Moderate,Medium,Healthy,No,Never,66
54,Female,Low,Low,High,83.8,35.0,Dry,9,2.7,Regular,High,Healthy,No,Never,69
57,Female,Low,Low,Medium,58.2,23.4,Oily,9,2.3,Moderate,Medium,Junk,No,Occasionally,52
28,Female,Medium,Medium,Medium,51.3,28.2,Combination,8,3.7,Light,Medium,Mixed,No,Never,76
42,Female,High,Medium,High,69.1,33.9,Combination,5,2.9,Light,Medium,Mixed,No,Never,55
49,Male,Medium,Medium,Medium,39.1,29.1,Combination,4,2.1,Light,Medium,Healthy,Yes,Never,38
22,Female,High,Medium,Low,40.5,24.8,Oily,6,3.3,Regular,Medium,Junk,Yes,Occasionally,51
60,Male,Medium,Medium,Medium,82.8,33.1,Combination,4,3.3,Moderate,High,Healthy,No,Never,43
58,Male,Medium,Low,High,67.5,33.2,Sensitive,7,3.2,None,Medium,Balanced,No,Occasionally,55
44,Male,High,High,Medium,30.1,25.4,Oily,7,2.1,Moderate,Low,Mixed,No,Never,91
45,Female,Medium,High,High,46.7,18.6,Sensitive,5,3.3,Regular,Medium,Healthy,No,Never,77
28,Female,Medium,Low,High,79.2,19.2,Dry,9,3.9,Regular,High,Junk,No,Occasionally,59
53,Female,Medium,Medium,Medium,25.5,23.6,Combination,8,2.8,None,Medium,Balanced,Yes,Occasionally,43
59,Female,Medium,Medium,Low,78.3,33.6,Normal,7,3.3,Regular,Low,Balanced,No,Occasionally,86
51,Female,Medium,High,Low,63.1,18.5,Oily,8,2.8,Light,High,Mixed,Yes,Never,34
41,Female,Medium,Medium,Low,46.3,19.0,Normal,9,3.8,Moderate,Medium,Healthy,No,Never,97
55,Male,Medium,High,Medium,65.3,32.3,Oily,8,3.2,None,Medium,Healthy,No,Never,70
45,Female,Low,Medium,Medium,51.8,25.4,Dry,8,2.2,Moderate,High,Junk,No,Occasionally,42
49,Female,Low,Medium,High,32.6,32.2,Combination,5,3.9,Moderate,Medium,Mixed,No,Never,47
53,Female,Low,High,High,31.6,25.4,Sensitive,6,1.1,Light,Medium,Junk,No,Never,27
27,Male,Medium,Medium,Low,81.2,24.1,Combination,6,1.6,Regular,Medium,Healthy,No,Occasionally,62
48,Female,Medium,Medium,Low,79.0,33.6,Normal,7,3.5,Regular,Low,Healthy,No,Occasionally,95
46,Male,Medium,Low,High,64.9,26.2,Sensitive,5,3.7,Light,Low,Mixed,No,Never,56
28,Male,Medium,Medium,Low,72.8,32.1,Normal,8,2.9,Moderate,Low,Junk,No,Occasionally,73
51,Male,High,Medium,Low,32.2,36.7,Combination,5,3.9,Light,Low,Mixed,Yes,Never,49
52,Female,Low,High,Low,51.2,26.3,Oily,8,2.0,Light,Low,Healthy,No,Never,81
23,Male,Medium,Medium,Medium,44.5,18.5,Oily,4,1.9,None,Low,Junk,No,Frequently,6
21,Male,High,Medium,Medium,55.3,37.0,Oily,6,1.2,Moderate,Medium,Balanced,No,Never,59
35,Male,High,High,Low,49.4,19.7,Oily,9,2.5,Regular,Low,Balanced,No,Never,100
53,Female,Medium,High,High,64.2,21.3,Dry,4,3.8,Moderate,Medium,Mixed,No,Never,49
31,Female,Medium,Low,Medium,48.7,20.5,Dry,5,3.2,Regular,High,Healthy,No,Occasionally,59
39,Female,High,Medium,Medium,64.7,24.4,Sensitive,5,2.4,Moderate,Low,Mixed,No,Never,72
18,Male,Medium,Medium,Low,49.8,35.9,Normal,9,2.5,Light,Low,Junk,No,Never,78
